Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	nPoints	pred_name_long	score_threshold	key	hex
PBMC5_NK	-687004.693877551	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.3456252829075	9.14900655530327	11.6987524106967	0.0627146484044791	1.14662828059333e-123	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-666798.673469388	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.3529659812314	9.15549814784321	11.7070532785575	0.0627146511687579	1.01444650422451e-123	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-646592.653061224	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.3624193427108	9.16385802961309	11.7177431478302	0.0627146547285999	8.66518168061767e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-626386.632653061	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.3698243947042	9.17040653180764	11.7261167870826	0.0627146575171122	7.65945956546553e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-606180.612244898	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.3769967336614	9.17674923904836	11.7342272743181	0.062714660217992	6.79729315183159e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-585974.591836735	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.389013348817	9.18737587999935	11.7478156735551	0.0627146647430757	5.56569804679632e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-565768.571428571	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.3999987472403	9.19709058595051	11.7602379721935	0.0627146688798352	4.63697199704773e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-545562.551020408	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.4130077683888	9.20859483987593	11.7749485855311	0.062714673778628	3.7363192246023e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-525356.530612245	NK	194	176	701	0.276747503566334	0.251069900142653	0.907216494845361	ABC_distanceToTSS	10.4241258331383	9.21842686615209	11.7875209038198	0.0627146779653455	3.10722145352136e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-505150.510204082	NK	194	175	701	0.276747503566334	0.249643366619116	0.902061855670103	ABC_distanceToTSS	10.4401907544762	9.23263354052472	11.8056871326506	0.0627146840148954	2.38129080416451e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-484944.489795918	NK	194	174	701	0.276747503566334	0.248216833095578	0.896907216494845	ABC_distanceToTSS	10.457622935467	9.24804932175446	11.8253994605274	0.0627146905793127	1.78485509694612e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-464738.469387755	NK	194	173	701	0.276747503566334	0.24679029957204	0.891752577319588	ABC_distanceToTSS	10.4749068308029	9.26333396930422	11.8449441073366	0.0627146970878903	1.34167873213428e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-444532.448979592	NK	193	173	701	0.275320970042796	0.24679029957204	0.896373056994819	ABC_distanceToTSS	10.4394928113558	9.22778658826821	11.8103089094958	0.0629484967366554	1.33362808591107e-123	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-424326.428571429	NK	193	173	701	0.275320970042796	0.24679029957204	0.896373056994819	ABC_distanceToTSS	10.4575143854684	9.24371628450725	11.8306970655914	0.0629485035599023	9.91518925755759e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-404120.408163265	NK	193	173	701	0.275320970042796	0.24679029957204	0.896373056994819	ABC_distanceToTSS	10.4811271637876	9.26458817793971	11.8574106602024	0.0629485125000656	6.7287894275366e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-383914.387755102	NK	193	173	701	0.275320970042796	0.24679029957204	0.896373056994819	ABC_distanceToTSS	10.5126656613829	9.29246580102106	11.8930907763874	0.0629485244410289	4.01426337079695e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-363708.367346939	NK	192	173	701	0.273894436519258	0.24679029957204	0.901041666666667	ABC_distanceToTSS	10.487129910668	9.26561661457459	11.8696788716933	0.0631840038389958	3.38477688492629e-123	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-343502.346938776	NK	192	172	701	0.273894436519258	0.245363766048502	0.895833333333333	ABC_distanceToTSS	10.5255370715668	9.29954994394281	11.9131497021623	0.0631840184600034	1.8116813532322e-123	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-323296.326530612	NK	192	172	701	0.273894436519258	0.245363766048502	0.895833333333333	ABC_distanceToTSS	10.5660112762158	9.33530953679734	11.9589601018651	0.0631840338679022	9.39748972610119e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-306829.316326531	NK	192	172	701	0.273894436519258	0.245363766048502	0.895833333333333	ABC_distanceToTSS	10.6068836139543	9.37142088427165	12.0052211280782	0.0631840494273642	4.85466146378663e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-303090.306122449	NK	192	172	701	0.273894436519258	0.245363766048502	0.895833333333333	ABC_distanceToTSS	10.614941634294	9.37854027058333	12.0143415338196	0.0631840524949269	4.26310573133465e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-282884.285714286	NK	192	172	701	0.273894436519258	0.245363766048502	0.895833333333333	ABC_distanceToTSS	10.6690484680432	9.42634449760831	12.0755819228053	0.0631840730925552	1.78575006128937e-124	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-262678.265306122	NK	192	171	701	0.273894436519258	0.243937232524964	0.890625	ABC_distanceToTSS	10.7255049135779	9.47622463898266	12.1394817064545	0.0631840945846441	7.23415474351736e-125	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-242472.244897959	NK	192	171	701	0.273894436519258	0.243937232524964	0.890625	ABC_distanceToTSS	10.8077158538008	9.54885926657428	12.2325315218937	0.0631841258810676	1.95584932046145e-125	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-222266.224489796	NK	191	170	701	0.27246790299572	0.242510699001427	0.890052356020943	ABC_distanceToTSS	10.8464774374509	9.57865174313929	12.2821119251355	0.0634213295022352	6.05937717784177e-125	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-203061.173469388	NK	188	168	701	0.268188302425107	0.239657631954351	0.893617021276596	ABC_distanceToTSS	10.7835563576481	9.50961935664202	12.2281537627848	0.0641433032477573	2.97759900387476e-122	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-202060.204081633	NK	188	168	701	0.268188302425107	0.239657631954351	0.893617021276596	ABC_distanceToTSS	10.7887181421063	9.51417130590671	12.2340070834704	0.0641433052566791	2.7482257240393e-122	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-181854.183673469	NK	185	167	701	0.263908701854494	0.238231098430813	0.902702702702703	ABC_distanceToTSS	10.7501787008469	9.46647932100989	12.2079537894996	0.064881453181847	8.90601256074456e-120	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-161648.163265306	NK	183	167	701	0.261055634807418	0.238231098430813	0.912568306010929	ABC_distanceToTSS	10.827138857082	9.52488337803102	12.3074405405231	0.0653829168139467	8.7498658970564e-119	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-158177.285714286	NK	183	167	701	0.261055634807418	0.238231098430813	0.912568306010929	ABC_distanceToTSS	10.8622185232928	9.55574350515714	12.3473166880305	0.0653829308589676	5.16746362310833e-119	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-141442.142857143	NK	180	164	701	0.256776034236805	0.2339514978602	0.911111111111111	ABC_distanceToTSS	10.8764902768533	9.55393143190406	12.3821320663287	0.0661496167878745	7.48437219579544e-117	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-131417.714285714	NK	179	162	701	0.255349500713267	0.231098430813124	0.905027932960894	ABC_distanceToTSS	10.9552141660179	9.61818797768287	12.4781006257931	0.0664091975512172	1.3355503881863e-116	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-121236.12244898	NK	176	161	701	0.251069900142653	0.229671897289586	0.914772727272727	ABC_distanceToTSS	10.925315095969	9.57707847858635	12.4633530165899	0.0672002130394579	3.67297845007865e-114	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-110150.602040816	NK	170	159	701	0.242510699001427	0.226818830242511	0.935294117647059	ABC_distanceToTSS	10.8218829813016	9.461129594558	12.3783476476581	0.0685617204142992	8.45252627607624e-110	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-101030.102040816	NK	169	158	701	0.241084165477889	0.225392296718973	0.93491124260355	ABC_distanceToTSS	10.9738639654604	9.58875264486425	12.5590569276945	0.0688408722950141	5.70868243321714e-110	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-91785.9795918367	NK	169	156	701	0.241084165477889	0.222539229671897	0.923076923076923	ABC_distanceToTSS	11.2384474448794	9.81993843004576	12.8618628182913	0.0688409867811857	1.57373302612323e-111	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-81609.7142857143	NK	165	150	701	0.235378031383738	0.21398002853067	0.909090909090909	ABC_distanceToTSS	11.34240815267	9.88865442142094	13.0098815490074	0.0699811598871366	4.25107019307526e-109	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-80824.081632653	NK	165	150	701	0.235378031383738	0.21398002853067	0.909090909090909	ABC_distanceToTSS	11.3746387096329	9.91675371765927	13.0468507596676	0.0699811741887272	2.79972274934012e-109	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-71659.3877551021	NK	162	144	701	0.231098430813124	0.205420827389444	0.888888888888889	ABC_distanceToTSS	11.5929125313016	10.0896096985689	13.3202001835088	0.0708624098121294	3.36502778918279e-108	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
PBMC5_NK	-63481.8163265306	NK	157	143	701	0.223965763195435	0.203994293865906	0.910828025477707	ABC_distanceToTSS	11.8261481667506	10.2743644083449	13.6123048495677	0.0717671992585199	3.88787711560961e-107	99	In element (ABC) & distance to TSS	-54128	In element (ABC) & distance to TSS (PBMC5_NK)	#96a0b3
